Target2,PSEKNC1,PSEKNC2,PSEKNC3,PSEKNC4,PSEKNC5,PSEKNC6,PSEKNC7,PSEKNC8,PSEKNC9,PSEKNC10,PSEKNC11,PSEKNC12,PSEKNC13,PSEKNC14,PSEKNC15,PSEKNC16,PSEKNC17,PSEKNC18,PSEKNC19,PSEKNC20,PSEKNC21,PSEKNC22,PSEKNC23,PSEKNC24,PSEKNC25,PSEKNC26,PSEKNC27,PSEKNC28,PSEKNC29,PSEKNC30,PSEKNC31,PSEKNC32,PSEKNC33,PSEKNC34,PSEKNC35,PSEKNC36,PSEKNC37,PSEKNC38,PSEKNC39,PSEKNC40,PSEKNC41,PSEKNC42,PSEKNC43,PSEKNC44,PSEKNC45,PSEKNC46,PSEKNC47,PSEKNC48,PSEKNC49,PSEKNC50,PSEKNC51,PSEKNC52,PSEKNC53,PSEKNC54,PSEKNC55,PSEKNC56,PSEKNC57,PSEKNC58,PSEKNC59,PSEKNC60,PSEKNC61,PSEKNC62,PSEKNC63,PSEKNC64,PSEKNC65,PSEKNC66
0,0,0.016200209,0.016200209,0.016200209,0,0,0.016200209,0.016200209,0.016200209,0,0.016200209,0.016200209,0,0.016200209,0.016200209,0,0,0,0.032400418,0,0.016200209,0.032400418,0.016200209,0.016200209,0,0.032400418,0.016200209,0,0.016200209,0.016200209,0.016200209,0,0.032400418,0.016200209,0,0,0,0.032400418,0.016200209,0,0.016200209,0.016200209,0,0,0,0.016200209,0,0,0.016200209,0,0,0.016200209,0.016200209,0.016200209,0,0.016200209,0.032400418,0,0,0,0,0,0,0,0.209636593,0.15855525
0,0.039453677,0.039453677,0,0,0.026302451,0.013151226,0.052604902,0,0,0.013151226,0,0,0,0,0,0,0,0.039453677,0,0,0.013151226,0.013151226,0,0,0.026302451,0,0.052604902,0,0,0,0,0,0.039453677,0.026302451,0.013151226,0,0,0,0.013151226,0,0.052604902,0,0.039453677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228768944,0.258333258
0,0.011990996,0,0,0.011990996,0,0,0.011990996,0,0,0,0,0,0,0.011990996,0.011990996,0,0,0,0,0,0,0.023981992,0.023981992,0,0,0.047963983,0.023981992,0.035972987,0,0,0,0,0.011990996,0,0,0,0,0.011990996,0.059954979,0,0.011990996,0.023981992,0.011990996,0,0.011990996,0.011990996,0.023981992,0,0,0.011990996,0,0,0,0.011990996,0.011990996,0,0,0,0.023981992,0.011990996,0,0,0,0,0.341005095,0.191346069
0,0,0,0,0,0,0.025688878,0.025688878,0,0.012844439,0,0,0,0,0,0,0,0,0,0,0,0,0.064222196,0.025688878,0,0.012844439,0.012844439,0.038533318,0.025688878,0,0,0,0.012844439,0,0.051377757,0.012844439,0,0,0,0.012844439,0,0.025688878,0,0.025688878,0.012844439,0,0.025688878,0.012844439,0,0,0,0,0,0,0.012844439,0.025688878,0,0.012844439,0,0,0,0,0.012844439,0,0,0.254030597,0.245036274
0,0,0,0.014673776,0,0,0,0.014673776,0.014673776,0.014673776,0.014673776,0.014673776,0.014673776,0,0,0,0,0,0.014673776,0.014673776,0,0.014673776,0.058695106,0.014673776,0,0.014673776,0.014673776,0.029347553,0,0,0,0,0.014673776,0.014673776,0.014673776,0.029347553,0,0,0.029347553,0.029347553,0,0.029347553,0.029347553,0.044021329,0,0,0,0.014673776,0,0,0,0,0,0.014673776,0,0,0,0,0,0.014673776,0,0,0,0.014673776,0,0.210570501,0.21715222
0,0,0.013434248,0.013434248,0,0.013434248,0.013434248,0,0.013434248,0,0.013434248,0.013434248,0,0.013434248,0,0,0,0.013434248,0.013434248,0.013434248,0,0.026868496,0,0,0,0,0,0.013434248,0.013434248,0,0,0.013434248,0.013434248,0,0,0,0.013434248,0,0.013434248,0.026868496,0.013434248,0.013434248,0.040302745,0.013434248,0,0,0,0.013434248,0.026868496,0.013434248,0.013434248,0,0,0.013434248,0,0,0,0,0,0.026868496,0.013434248,0.013434248,0.013434248,0.013434248,0,0.244166162,0.23189816
0,0.03039621,0.015198105,0.015198105,0,0.015198105,0.015198105,0.015198105,0,0.03039621,0.015198105,0,0,0,0,0,0,0.015198105,0.015198105,0.015198105,0,0.015198105,0.03039621,0.015198105,0.015198105,0,0.015198105,0.015198105,0.015198105,0,0,0,0.015198105,0.015198105,0.015198105,0.015198105,0,0.015198105,0.03039621,0.015198105,0,0.015198105,0,0.015198105,0,0,0.015198105,0.03039621,0,0,0,0,0,0,0,0.015198105,0,0,0.015198105,0,0.03039621,0,0,0.015198105,0,0.256136347,0.151137562
0,0.045676802,0,0,0.045676802,0,0,0.015225601,0.015225601,0.015225601,0,0.015225601,0,0.015225601,0,0.030451202,0.015225601,0,0.015225601,0,0,0.015225601,0,0,0,0,0,0,0.015225601,0,0,0.015225601,0,0.045676802,0.015225601,0,0,0,0,0,0,0.045676802,0,0,0,0.015225601,0.015225601,0.015225601,0,0,0,0.030451202,0.015225601,0,0.015225601,0,0,0,0,0.045676802,0.030451202,0.015225601,0,0,0.015225601,0.222747647,0.183453921
0,0,0.014874478,0,0,0,0.014874478,0,0,0,0.014874478,0,0,0,0,0,0,0.014874478,0,0,0,0.014874478,0.044623434,0.059497912,0.014874478,0,0,0.074372391,0,0,0.044623434,0,0,0,0,0.014874478,0,0,0.014874478,0,0.029748956,0,0.029748956,0.044623434,0.029748956,0,0.014874478,0.014874478,0,0,0,0,0,0,0.044623434,0.014874478,0,0.014874478,0,0,0,0,0,0,0,0.168542117,0.251353237
0,0,0.016437951,0.032875902,0,0.016437951,0.016437951,0,0,0.016437951,0.032875902,0.049313853,0.016437951,0,0.016437951,0,0,0.016437951,0,0.032875902,0.016437951,0.016437951,0.016437951,0,0.016437951,0,0.016437951,0,0,0,0,0.016437951,0,0.032875902,0,0.049313853,0,0.016437951,0.016437951,0.032875902,0,0.049313853,0.016437951,0,0,0.016437951,0,0,0,0,0.016437951,0,0,0.016437951,0,0,0,0.016437951,0,0,0,0,0,0,0,0.228490754,0.130429151
