Target2,PSEKNC1,PSEKNC2,PSEKNC3,PSEKNC4,PSEKNC5,PSEKNC6,PSEKNC7,PSEKNC8,PSEKNC9,PSEKNC10,PSEKNC11,PSEKNC12,PSEKNC13,PSEKNC14,PSEKNC15,PSEKNC16,PSEKNC17,PSEKNC18,PSEKNC19,PSEKNC20,PSEKNC21,PSEKNC22,PSEKNC23,PSEKNC24,PSEKNC25,PSEKNC26,PSEKNC27,PSEKNC28,PSEKNC29,PSEKNC30,PSEKNC31,PSEKNC32,PSEKNC33,PSEKNC34,PSEKNC35,PSEKNC36,PSEKNC37,PSEKNC38,PSEKNC39,PSEKNC40,PSEKNC41,PSEKNC42,PSEKNC43,PSEKNC44,PSEKNC45,PSEKNC46,PSEKNC47,PSEKNC48,PSEKNC49,PSEKNC50,PSEKNC51,PSEKNC52,PSEKNC53,PSEKNC54,PSEKNC55,PSEKNC56,PSEKNC57,PSEKNC58,PSEKNC59,PSEKNC60,PSEKNC61,PSEKNC62,PSEKNC63,PSEKNC64,PSEKNC65,PSEKNC66
0,0,0.016829215,0.016829215,0.016829215,0,0,0.016829215,0.016829215,0.016829215,0,0,0.016829215,0,0.016829215,0.016829215,0.016829215,0,0,0.03365843,0,0.016829215,0.03365843,0.016829215,0.016829215,0,0.03365843,0,0,0.016829215,0.016829215,0.016829215,0,0.03365843,0.016829215,0,0.016829215,0,0.03365843,0,0,0.016829215,0,0.016829215,0,0,0.016829215,0,0,0.016829215,0,0,0.016829215,0.016829215,0.016829215,0,0.016829215,0.03365843,0,0,0,0.016829215,0,0,0,0.180699715,0.162960895
0,0.039034924,0.039034924,0,0,0.026023283,0.013011641,0.039034924,0,0,0.013011641,0.013011641,0,0,0,0,0,0,0.026023283,0,0,0,0.013011641,0,0,0.013011641,0,0.052046565,0,0,0,0,0,0.039034924,0.013011641,0.013011641,0,0,0,0.013011641,0,0.052046565,0,0.052046565,0.013011641,0,0.013011641,0,0,0,0,0,0,0,0,0.013011641,0,0,0,0,0,0,0,0,0,0.22003566,0.272510328
0,0.012646904,0,0,0.025293808,0,0,0,0,0,0,0,0,0,0.012646904,0.012646904,0,0,0,0,0,0,0.025293808,0.037940712,0,0.012646904,0.050587616,0.012646904,0.025293808,0,0,0,0,0.025293808,0,0,0,0,0.025293808,0.06323452,0,0.012646904,0.025293808,0.012646904,0,0,0.012646904,0.025293808,0,0,0,0,0,0,0.012646904,0.012646904,0,0,0,0.025293808,0.012646904,0,0,0,0,0.298607018,0.208163729
0,0,0,0,0,0,0.012845373,0.025690747,0,0.012845373,0,0,0,0,0,0,0,0,0,0,0,0,0.051381493,0.025690747,0,0.012845373,0.012845373,0.051381493,0.025690747,0,0.012845373,0,0.012845373,0,0.03853612,0.012845373,0,0,0,0.012845373,0.012845373,0.012845373,0.012845373,0.012845373,0.012845373,0,0.025690747,0.012845373,0,0,0,0,0,0,0.012845373,0.03853612,0,0.012845373,0,0,0,0,0.012845373,0,0,0.256742317,0.242288126
0,0,0,0.014812054,0,0,0,0.014812054,0.014812054,0.014812054,0.014812054,0.014812054,0,0,0.014812054,0,0,0,0.014812054,0.014812054,0,0.014812054,0.059248217,0.014812054,0,0.029624109,0.014812054,0.029624109,0,0,0.014812054,0,0.014812054,0.014812054,0.014812054,0.014812054,0.014812054,0,0.029624109,0.029624109,0,0.014812054,0.029624109,0.029624109,0,0,0,0,0,0,0,0,0,0.014812054,0,0.014812054,0,0,0,0.014812054,0,0,0,0.014812054,0,0.201810241,0.220519639
0,0.028602533,0.014301267,0.028602533,0,0.014301267,0.014301267,0,0.014301267,0,0.014301267,0.014301267,0.014301267,0.014301267,0,0,0,0.014301267,0.014301267,0.014301267,0,0.028602533,0,0,0,0,0,0.014301267,0,0,0,0.014301267,0.014301267,0.014301267,0,0,0.014301267,0,0.014301267,0.014301267,0.014301267,0.014301267,0.0429038,0.014301267,0,0,0,0.014301267,0.014301267,0.014301267,0.014301267,0,0,0,0,0,0,0,0,0.028602533,0.014301267,0.014301267,0,0.014301267,0,0.222454485,0.21979612
0,0.030416452,0.015208226,0.015208226,0,0.015208226,0.015208226,0.015208226,0,0.030416452,0.030416452,0,0,0,0,0,0,0.015208226,0.015208226,0.015208226,0,0.015208226,0.030416452,0.015208226,0.015208226,0,0.015208226,0.030416452,0.015208226,0,0,0,0.015208226,0.015208226,0.015208226,0.015208226,0,0.015208226,0.030416452,0.030416452,0,0.015208226,0.015208226,0.030416452,0,0,0,0.015208226,0,0,0,0,0,0,0,0,0,0,0.015208226,0,0,0,0,0.015208226,0,0.241735157,0.165144032
0,0.05760016,0,0.01440004,0.02880008,0,0,0.01440004,0.01440004,0.01440004,0,0.02880008,0,0,0,0.01440004,0.01440004,0,0.01440004,0,0,0.01440004,0,0,0,0,0,0,0.01440004,0,0,0.01440004,0,0.04320012,0.01440004,0,0,0,0,0,0,0.04320012,0,0,0.01440004,0.01440004,0.01440004,0.02880008,0,0,0,0.02880008,0,0,0.01440004,0,0,0,0,0.02880008,0.02880008,0.01440004,0,0,0.01440004,0.237497844,0.200900594
0,0.031871377,0.031871377,0,0,0,0.031871377,0,0,0,0.015935688,0,0,0,0,0,0,0.031871377,0,0,0,0.015935688,0.047807065,0.063742753,0.015935688,0,0,0.063742753,0,0,0.047807065,0,0,0,0,0.015935688,0,0,0.015935688,0,0.031871377,0,0.031871377,0.031871377,0.015935688,0,0,0.015935688,0,0,0,0,0,0,0.047807065,0,0,0.015935688,0,0,0,0,0,0,0,0.152234533,0.226273623
0,0,0.017110272,0.051330815,0,0.017110272,0.017110272,0,0,0.034220543,0.017110272,0.068441087,0.017110272,0,0.017110272,0,0,0.017110272,0,0.034220543,0.017110272,0.017110272,0.017110272,0,0.017110272,0,0,0,0,0,0,0.017110272,0,0.051330815,0,0.051330815,0,0.017110272,0.017110272,0,0,0.051330815,0.017110272,0,0,0.017110272,0,0,0,0,0.017110272,0,0,0.017110272,0,0,0,0.017110272,0,0,0,0,0,0,0,0.185320098,0.147379307
0,0,0,0,0.01252459,0,0,0.01252459,0,0,0,0,0,0,0.01252459,0.01252459,0,0,0.01252459,0,0,0.01252459,0,0.01252459,0,0.025049181,0.025049181,0.025049181,0.025049181,0,0,0,0,0.01252459,0,0,0.01252459,0,0.025049181,0.025049181,0,0,0.01252459,0.062622952,0.01252459,0,0.025049181,0.01252459,0.01252459,0,0,0,0,0,0,0.050098362,0,0,0.01252459,0.01252459,0,0,0.01252459,0,0,0.256136891,0.255404084
0,0,0,0.015882905,0.015882905,0.031765811,0.015882905,0,0,0.015882905,0,0.015882905,0,0,0.047648716,0,0.015882905,0.015882905,0.015882905,0.015882905,0.031765811,0,0,0,0.015882905,0,0,0.015882905,0,0.015882905,0.015882905,0.015882905,0,0,0.031765811,0,0,0.015882905,0,0,0.015882905,0.015882905,0.015882905,0.015882905,0,0,0,0,0.015882905,0.015882905,0,0,0.015882905,0.031765811,0,0,0.031765811,0,0.015882905,0,0.015882905,0.015882905,0,0.015882905,0,0.191722552,0.188844135
0,0.014492201,0,0.014492201,0,0,0.028984402,0,0,0.014492201,0.014492201,0,0.014492201,0,0,0,0,0.014492201,0.014492201,0,0,0.014492201,0.057968804,0.072461005,0,0.014492201,0.028984402,0.043476603,0,0.014492201,0,0,0,0,0.014492201,0.014492201,0,0,0.057968804,0.014492201,0,0,0.028984402,0,0,0,0.014492201,0,0,0,0,0.014492201,0,0.014492201,0,0,0.014492201,0,0,0,0,0,0,0,0,0.201210009,0.233594152
