Target2,PSEKNC1,PSEKNC2,PSEKNC3,PSEKNC4,PSEKNC5,PSEKNC6,PSEKNC7,PSEKNC8,PSEKNC9,PSEKNC10,PSEKNC11,PSEKNC12,PSEKNC13,PSEKNC14,PSEKNC15,PSEKNC16,PSEKNC17,PSEKNC18,PSEKNC19,PSEKNC20,PSEKNC21,PSEKNC22,PSEKNC23,PSEKNC24,PSEKNC25,PSEKNC26,PSEKNC27,PSEKNC28,PSEKNC29,PSEKNC30,PSEKNC31,PSEKNC32,PSEKNC33,PSEKNC34,PSEKNC35,PSEKNC36,PSEKNC37,PSEKNC38,PSEKNC39,PSEKNC40,PSEKNC41,PSEKNC42,PSEKNC43,PSEKNC44,PSEKNC45,PSEKNC46,PSEKNC47,PSEKNC48,PSEKNC49,PSEKNC50,PSEKNC51,PSEKNC52,PSEKNC53,PSEKNC54,PSEKNC55,PSEKNC56,PSEKNC57,PSEKNC58,PSEKNC59,PSEKNC60,PSEKNC61,PSEKNC62,PSEKNC63,PSEKNC64,PSEKNC65,PSEKNC66
0,0,0.01378705,0,0.01378705,0,0,0.027574099,0,0.01378705,0.01378705,0.01378705,0,0.01378705,0.01378705,0,0,0,0,0.041361149,0,0.01378705,0.027574099,0.027574099,0,0.027574099,0.027574099,0.027574099,0,0,0,0,0,0.041361149,0,0,0.01378705,0.01378705,0.027574099,0.027574099,0,0.01378705,0.027574099,0,0,0,0.01378705,0,0,0,0.01378705,0,0,0.01378705,0.01378705,0,0,0,0,0,0,0,0,0,0,0.241957345,0.220347716
0,0,0.02342364,0,0,0.02342364,0.046847281,0.035135461,0,0,0,0.01171182,0,0,0,0,0,0,0.035135461,0.01171182,0,0.01171182,0.01171182,0.035135461,0,0.046847281,0,0.02342364,0,0,0,0,0,0.02342364,0.058559101,0,0,0.01171182,0,0,0,0.02342364,0.01171182,0.01171182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243959636,0.299279376
0,0.013289017,0,0.013289017,0.013289017,0,0.013289017,0.013289017,0.013289017,0.013289017,0,0,0,0,0,0.013289017,0,0,0.013289017,0,0,0.013289017,0.039867052,0.013289017,0,0,0.013289017,0.026578035,0.026578035,0,0.013289017,0,0,0.026578035,0.013289017,0,0,0,0,0.039867052,0,0.026578035,0.026578035,0.013289017,0,0.013289017,0,0.026578035,0,0,0.013289017,0,0,0,0.013289017,0,0,0,0,0.026578035,0.013289017,0,0,0,0,0.293283919,0.188444401
0,0,0,0,0,0,0.023299924,0.046599849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069899773,0.046599849,0,0.046599849,0.023299924,0.034949887,0,0,0,0,0,0,0.058249811,0,0,0,0.011649962,0.023299924,0,0.011649962,0.011649962,0.011649962,0.011649962,0,0.011649962,0,0,0,0,0,0,0,0.011649962,0,0,0,0,0,0,0,0,0,0,0.270073269,0.275578204
0,0,0,0,0,0.012819648,0,0.025639296,0,0,0.012819648,0,0.012819648,0,0,0,0,0,0.025639296,0,0.012819648,0.025639296,0,0.025639296,0,0.012819648,0.025639296,0.025639296,0.012819648,0,0,0,0.012819648,0,0,0.025639296,0,0,0.025639296,0.025639296,0,0.012819648,0.012819648,0.038458944,0.012819648,0.012819648,0.012819648,0.012819648,0,0,0.012819648,0,0,0,0.012819648,0,0.012819648,0,0,0.012819648,0,0,0.012819648,0,0,0.293476827,0.2065569
0,0,0,0.013396912,0,0,0,0.013396912,0,0,0.026793825,0,0,0.013396912,0,0,0,0.013396912,0,0,0.013396912,0.013396912,0,0,0,0.013396912,0.013396912,0.013396912,0.026793825,0,0,0,0.026793825,0,0.013396912,0,0,0,0.013396912,0.040190737,0.026793825,0,0.026793825,0,0,0,0.013396912,0.013396912,0.013396912,0,0,0.013396912,0,0.013396912,0,0.013396912,0,0.013396912,0,0.013396912,0.013396912,0,0.013396912,0.026793825,0.040190737,0.263945701,0.213574713
0,0.016453596,0.016453596,0,0.016453596,0.016453596,0.016453596,0,0.016453596,0.049360787,0,0.016453596,0,0.016453596,0,0,0,0.032907191,0,0.016453596,0,0,0.016453596,0,0.016453596,0.016453596,0,0,0,0,0,0.016453596,0.032907191,0,0.032907191,0.032907191,0,0.016453596,0,0,0.016453596,0,0.016453596,0.016453596,0,0,0.016453596,0.016453596,0,0,0,0.016453596,0,0.016453596,0,0.016453596,0,0.016453596,0,0,0.032907191,0,0.016453596,0.016453596,0.016453596,0.190938604,0.167371163
0,0.04452185,0.014840617,0.014840617,0.029681234,0,0,0.014840617,0.029681234,0.014840617,0,0.014840617,0,0.014840617,0.014840617,0.014840617,0,0.014840617,0.014840617,0,0.014840617,0,0,0,0,0,0,0,0.014840617,0,0,0.029681234,0,0.04452185,0.014840617,0,0,0.014840617,0,0,0,0.04452185,0.014840617,0,0,0.014840617,0,0.014840617,0,0,0,0.014840617,0.014840617,0.014840617,0,0,0,0,0,0.04452185,0.014840617,0,0,0,0,0.22689077,0.194325173
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012761921,0.051047682,0,0,0.012761921,0.076571524,0,0,0.012761921,0,0.012761921,0,0,0,0,0,0.025523841,0.025523841,0.025523841,0,0.063809603,0.051047682,0.025523841,0,0.012761921,0.012761921,0,0,0,0,0,0,0.012761921,0.012761921,0,0.012761921,0,0.012761921,0,0,0,0.012761921,0.012761921,0.229363958,0.272921138
0,0,0.015521549,0.015521549,0,0.031043098,0,0,0,0,0.031043098,0.031043098,0.015521549,0,0.015521549,0,0,0.031043098,0,0.031043098,0.015521549,0.015521549,0.015521549,0,0.031043098,0,0.046564647,0,0,0,0.015521549,0.015521549,0,0,0,0.031043098,0,0,0.046564647,0.031043098,0,0.031043098,0.015521549,0,0,0.015521549,0,0,0,0,0.015521549,0,0,0.015521549,0,0.015521549,0,0,0,0.015521549,0,0,0,0,0,0.250625054,0.144034538
