Target2,PSEKNC1,PSEKNC2,PSEKNC3,PSEKNC4,PSEKNC5,PSEKNC6,PSEKNC7,PSEKNC8,PSEKNC9,PSEKNC10,PSEKNC11,PSEKNC12,PSEKNC13,PSEKNC14,PSEKNC15,PSEKNC16,PSEKNC17,PSEKNC18,PSEKNC19,PSEKNC20,PSEKNC21,PSEKNC22,PSEKNC23,PSEKNC24,PSEKNC25,PSEKNC26,PSEKNC27,PSEKNC28,PSEKNC29,PSEKNC30,PSEKNC31,PSEKNC32,PSEKNC33,PSEKNC34,PSEKNC35,PSEKNC36,PSEKNC37,PSEKNC38,PSEKNC39,PSEKNC40,PSEKNC41,PSEKNC42,PSEKNC43,PSEKNC44,PSEKNC45,PSEKNC46,PSEKNC47,PSEKNC48,PSEKNC49,PSEKNC50,PSEKNC51,PSEKNC52,PSEKNC53,PSEKNC54,PSEKNC55,PSEKNC56,PSEKNC57,PSEKNC58,PSEKNC59,PSEKNC60,PSEKNC61,PSEKNC62,PSEKNC63,PSEKNC64,PSEKNC65,PSEKNC66
0,0,0.013827251,0.013827251,0.013827251,0,0,0.027654502,0,0.013827251,0.013827251,0.027654502,0,0.013827251,0.013827251,0,0,0,0,0.041481752,0,0.013827251,0.027654502,0.027654502,0,0.027654502,0.027654502,0.027654502,0,0,0,0,0,0.041481752,0,0,0.013827251,0.013827251,0.027654502,0.027654502,0,0.013827251,0.027654502,0,0,0,0,0,0,0,0.013827251,0,0,0,0.013827251,0,0,0,0,0,0,0,0,0,0,0.239752867,0.220984353
0,0,0.011840882,0,0,0.023681765,0.059204412,0.035522647,0,0,0,0.011840882,0,0,0,0,0,0,0.035522647,0.011840882,0,0.011840882,0.023681765,0.035522647,0,0.04736353,0,0.023681765,0,0,0,0,0,0.011840882,0.059204412,0,0,0.011840882,0,0,0,0.023681765,0.011840882,0.011840882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248428819,0.289776766
0,0.013460526,0,0.013460526,0.013460526,0,0.013460526,0.013460526,0.013460526,0.013460526,0,0,0,0,0,0.013460526,0,0,0.013460526,0,0,0.013460526,0.040381579,0.026921053,0,0,0.013460526,0.026921053,0.013460526,0,0.013460526,0,0,0.026921053,0.013460526,0,0,0,0.013460526,0.026921053,0,0.026921053,0.026921053,0.013460526,0,0.013460526,0,0.026921053,0,0,0.013460526,0,0,0,0.013460526,0,0,0,0,0.026921053,0.013460526,0,0,0,0,0.265246179,0.209793292
0,0,0,0,0,0,0.011975901,0.047903606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071855408,0.035927704,0,0.047903606,0.023951803,0.047903606,0,0,0,0,0,0,0.059879507,0,0,0,0.011975901,0.023951803,0,0.011975901,0.011975901,0.023951803,0.011975901,0,0.011975901,0,0,0,0,0,0,0,0.011975901,0,0,0,0,0,0,0,0,0,0,0.266917254,0.266022592
0,0,0,0,0,0.013040172,0,0.026080345,0,0,0.013040172,0,0.013040172,0,0,0,0.013040172,0,0.013040172,0,0.013040172,0.013040172,0,0.026080345,0,0.013040172,0.026080345,0.026080345,0.013040172,0,0,0,0.013040172,0,0,0.026080345,0,0,0.026080345,0.026080345,0,0.013040172,0.013040172,0.039120517,0.013040172,0.013040172,0.013040172,0.013040172,0,0,0.013040172,0,0,0,0.013040172,0,0.013040172,0,0,0.013040172,0,0,0.013040172,0,0.013040172,0.286554269,0.204879005
0,0,0,0.013350579,0,0,0,0.013350579,0,0,0.026701158,0,0,0.013350579,0.013350579,0,0,0.013350579,0,0,0.013350579,0.013350579,0,0,0,0.013350579,0.013350579,0.013350579,0.026701158,0,0,0,0.013350579,0,0.013350579,0,0.013350579,0,0.013350579,0.040051737,0.013350579,0,0.026701158,0,0,0,0.013350579,0.013350579,0.013350579,0,0,0.013350579,0,0.013350579,0,0.013350579,0,0.013350579,0,0.013350579,0.013350579,0,0.013350579,0.026701158,0.040051737,0.264193676,0.215133737
0,0.016545169,0.016545169,0,0.016545169,0.016545169,0.016545169,0,0.016545169,0.049635506,0,0.016545169,0,0.016545169,0.016545169,0,0,0.033090337,0,0,0,0,0.016545169,0,0.016545169,0.016545169,0,0,0,0,0,0.016545169,0.033090337,0,0.033090337,0.033090337,0.016545169,0,0,0,0.016545169,0,0.016545169,0.016545169,0,0,0.016545169,0.016545169,0,0,0,0.016545169,0,0.016545169,0,0.016545169,0,0.016545169,0,0,0.033090337,0,0.016545169,0.016545169,0.016545169,0.188784842,0.16595358
0,0.045196166,0.015065389,0.015065389,0.030130777,0,0,0.015065389,0.015065389,0.015065389,0,0.015065389,0,0.015065389,0.015065389,0.030130777,0,0.015065389,0,0,0.015065389,0,0,0,0,0,0,0,0.015065389,0,0,0.030130777,0,0.045196166,0.015065389,0,0,0.015065389,0,0,0,0.045196166,0.015065389,0,0,0.015065389,0,0.015065389,0,0,0,0.015065389,0.015065389,0.015065389,0,0,0,0,0,0.060261554,0.015065389,0,0,0,0,0.216760961,0.195688887
0,0,0,0,0,0,0,0,0.012616632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037849895,0,0,0.012616632,0.07569979,0,0,0.012616632,0,0.012616632,0,0.012616632,0,0,0,0.025233263,0.025233263,0.025233263,0,0.063083158,0.050466527,0.025233263,0,0.012616632,0.012616632,0,0,0,0,0,0,0.012616632,0.012616632,0,0.012616632,0,0.012616632,0,0,0,0.012616632,0.012616632,0.236558058,0.271393308
0,0,0.015509949,0.015509949,0,0.031019897,0,0,0,0,0.031019897,0.015509949,0.015509949,0,0.015509949,0,0,0.031019897,0,0.015509949,0.015509949,0.015509949,0.015509949,0,0.031019897,0,0.046529846,0,0,0,0.015509949,0.015509949,0.015509949,0,0,0.031019897,0,0,0.046529846,0.031019897,0.015509949,0.031019897,0.015509949,0,0,0.015509949,0,0,0,0,0.015509949,0,0,0.015509949,0,0.015509949,0,0,0,0.015509949,0,0,0,0,0,0.246848017,0.14826399
0,0.014480225,0,0.014480225,0,0,0.014480225,0,0,0.014480225,0,0.014480225,0.014480225,0,0.02896045,0,0,0.014480225,0.014480225,0,0,0.014480225,0.014480225,0.014480225,0,0.02896045,0,0.014480225,0.014480225,0.014480225,0,0,0,0,0,0.02896045,0.014480225,0,0.014480225,0.02896045,0,0,0.02896045,0.02896045,0.014480225,0,0.014480225,0.014480225,0.014480225,0,0,0.014480225,0.014480225,0.014480225,0,0.014480225,0.014480225,0,0.014480225,0,0,0.014480225,0,0,0,0.238577585,0.196693644
0,0,0.015017869,0,0.015017869,0,0,0.015017869,0.015017869,0,0,0,0,0,0.015017869,0,0.015017869,0.015017869,0.015017869,0,0,0.015017869,0.015017869,0,0.015017869,0,0.015017869,0.015017869,0,0,0.030035739,0.015017869,0.015017869,0.015017869,0,0,0,0,0.015017869,0,0.030035739,0,0.015017869,0.015017869,0.015017869,0,0.015017869,0.015017869,0.015017869,0,0,0,0.015017869,0.015017869,0.015017869,0.015017869,0.015017869,0.015017869,0.015017869,0.015017869,0.015017869,0.015017869,0,0.030035739,0,0.210032261,0.204270837
0,0,0,0,0,0,0.028891998,0,0,0,0.028891998,0.014445999,0,0,0,0,0,0,0.014445999,0,0,0,0.043337997,0.072229995,0,0.014445999,0,0.057783996,0,0,0.014445999,0,0,0,0.014445999,0.043337997,0,0,0.028891998,0,0.014445999,0.043337997,0.014445999,0.043337997,0.014445999,0,0,0,0.014445999,0,0,0,0,0.014445999,0,0,0,0,0,0.014445999,0,0,0,0.014445999,0,0.154518642,0.282087401
0,0,0,0.015937221,0.015937221,0.015937221,0.015937221,0,0,0.015937221,0.015937221,0,0.031874442,0,0.015937221,0.015937221,0.031874442,0.015937221,0.015937221,0.015937221,0.015937221,0.031874442,0,0,0,0,0,0.015937221,0,0.015937221,0.015937221,0,0,0.015937221,0,0,0,0.015937221,0,0,0.015937221,0,0.015937221,0,0,0.031874442,0,0,0.015937221,0,0.015937221,0.031874442,0.031874442,0,0.015937221,0,0.015937221,0,0,0,0.015937221,0.047811663,0,0,0,0.223070731,0.155377654
0,0,0.027434913,0,0,0,0.013717456,0.041152369,0.027434913,0.013717456,0,0,0.013717456,0,0,0.013717456,0,0,0,0,0.013717456,0,0.041152369,0,0,0.041152369,0.013717456,0,0,0.027434913,0.013717456,0.013717456,0,0.013717456,0.027434913,0.013717456,0,0.013717456,0,0.013717456,0.013717456,0,0.013717456,0,0,0,0,0,0.013717456,0.013717456,0.013717456,0.013717456,0,0,0,0,0.013717456,0,0.013717456,0.013717456,0,0.013717456,0,0,0,0.250219666,0.214799532
0,0,0,0,0,0,0,0.01259146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062957302,0.037774381,0,0,0.050365842,0.050365842,0.01259146,0.01259146,0,0,0,0,0.01259146,0,0,0,0.025182921,0.037774381,0.01259146,0.01259146,0.025182921,0.025182921,0.01259146,0,0.01259146,0,0.01259146,0,0.01259146,0,0,0,0,0.025182921,0,0,0,0,0,0,0.01259146,0,0.01259146,0.274482001,0.234451044
0,0.014144663,0,0.014144663,0.014144663,0.014144663,0.014144663,0.028289326,0,0.014144663,0.014144663,0,0,0.014144663,0.014144663,0,0,0,0.014144663,0.014144663,0,0,0,0.014144663,0.028289326,0.028289326,0,0.014144663,0.014144663,0,0.014144663,0,0.014144663,0.028289326,0.014144663,0,0.014144663,0,0.014144663,0.014144663,0,0,0.014144663,0.028289326,0,0.014144663,0,0.014144663,0,0,0.028289326,0,0,0.014144663,0.014144663,0,0,0.014144663,0,0,0,0,0.014144663,0,0,0.254972828,0.193385312
0,0.015170972,0.015170972,0,0.015170972,0.015170972,0,0,0,0,0,0,0.015170972,0,0,0.015170972,0.015170972,0,0,0.015170972,0,0,0,0,0.015170972,0.015170972,0.030341943,0.030341943,0,0,0,0,0.030341943,0,0,0,0.015170972,0,0.015170972,0.030341943,0.015170972,0.015170972,0.015170972,0.015170972,0,0,0.015170972,0,0.015170972,0.030341943,0,0,0,0,0,0.030341943,0,0,0.015170972,0,0.015170972,0.030341943,0.015170972,0.015170972,0.045512915,0.213746499,0.194585609
