Target2,PSEKNC1,PSEKNC2,PSEKNC3,PSEKNC4,PSEKNC5,PSEKNC6,PSEKNC7,PSEKNC8,PSEKNC9,PSEKNC10,PSEKNC11,PSEKNC12,PSEKNC13,PSEKNC14,PSEKNC15,PSEKNC16,PSEKNC17,PSEKNC18,PSEKNC19,PSEKNC20,PSEKNC21,PSEKNC22,PSEKNC23,PSEKNC24,PSEKNC25,PSEKNC26,PSEKNC27,PSEKNC28,PSEKNC29,PSEKNC30,PSEKNC31,PSEKNC32,PSEKNC33,PSEKNC34,PSEKNC35,PSEKNC36,PSEKNC37,PSEKNC38,PSEKNC39,PSEKNC40,PSEKNC41,PSEKNC42,PSEKNC43,PSEKNC44,PSEKNC45,PSEKNC46,PSEKNC47,PSEKNC48,PSEKNC49,PSEKNC50,PSEKNC51,PSEKNC52,PSEKNC53,PSEKNC54,PSEKNC55,PSEKNC56,PSEKNC57,PSEKNC58,PSEKNC59,PSEKNC60,PSEKNC61,PSEKNC62,PSEKNC63,PSEKNC64,PSEKNC65,PSEKNC66
0,0,0.013692911,0.013692911,0,0,0,0.027385822,0,0,0.027385822,0.027385822,0,0.013692911,0,0,0,0,0,0.027385822,0,0.013692911,0.027385822,0.027385822,0.013692911,0.027385822,0.027385822,0.027385822,0,0,0,0,0,0.027385822,0,0.013692911,0.013692911,0.013692911,0.041078733,0.027385822,0,0.027385822,0.027385822,0,0,0,0,0,0,0,0.013692911,0,0,0,0.013692911,0,0,0,0,0,0,0,0,0,0,0.240484622,0.225491854
0,0,0.012134027,0,0,0.012134027,0.060670136,0.024268054,0,0,0,0.012134027,0,0,0,0,0,0,0.024268054,0.012134027,0,0.012134027,0.024268054,0.048536109,0,0.036402081,0.012134027,0.036402081,0,0,0,0,0,0.012134027,0.048536109,0,0,0.012134027,0,0.012134027,0,0.036402081,0.012134027,0.012134027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237277989,0.289494952
0,0.013305217,0,0.013305217,0.013305217,0,0.013305217,0.013305217,0.013305217,0.013305217,0,0,0,0,0,0.013305217,0,0,0.013305217,0,0,0.013305217,0.039915651,0.026610434,0,0,0.026610434,0.026610434,0.026610434,0,0.026610434,0,0,0.013305217,0.013305217,0,0,0,0.013305217,0.026610434,0.013305217,0.013305217,0.026610434,0,0,0.013305217,0,0.013305217,0,0,0.013305217,0,0,0,0.013305217,0.013305217,0,0,0,0.013305217,0.013305217,0,0,0,0,0.288457948,0.192638587
0,0,0,0,0,0,0.012737563,0.03821269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076425381,0.03821269,0,0.03821269,0.03821269,0.03821269,0,0,0,0,0,0,0.050950254,0,0,0.012737563,0.012737563,0.03821269,0,0.012737563,0.025475127,0.03821269,0,0,0.012737563,0,0,0,0,0,0,0,0.012737563,0,0,0,0,0,0,0,0,0,0,0.278496592,0.224738435
0,0,0,0,0,0.013881954,0,0.013881954,0,0,0,0,0.013881954,0,0,0,0.013881954,0,0.027763909,0,0.013881954,0.027763909,0.013881954,0.027763909,0,0,0.027763909,0.027763909,0.013881954,0,0,0,0.013881954,0,0,0.013881954,0,0,0.027763909,0.013881954,0,0.013881954,0.013881954,0.041645863,0.013881954,0.013881954,0.013881954,0.013881954,0,0,0.013881954,0,0,0,0.027763909,0,0.013881954,0,0,0.013881954,0,0,0.027763909,0,0.013881954,0.272921306,0.185682472
0,0,0,0.014144132,0,0,0,0.014144132,0,0,0.028288264,0,0,0.014144132,0.014144132,0,0,0.014144132,0,0,0.014144132,0.014144132,0,0,0.014144132,0.014144132,0.014144132,0.014144132,0.028288264,0,0,0,0.028288264,0,0.014144132,0,0.014144132,0,0.014144132,0.042432396,0.014144132,0,0.014144132,0,0,0,0.014144132,0,0.014144132,0,0,0.014144132,0,0.014144132,0.014144132,0.028288264,0,0.014144132,0,0,0,0,0.028288264,0.014144132,0.042432396,0.239589952,0.208788896
0,0.016021991,0.016021991,0,0.016021991,0,0.016021991,0,0.016021991,0.016021991,0.016021991,0.016021991,0,0.016021991,0.016021991,0,0,0.032043983,0,0.016021991,0,0,0.016021991,0,0.016021991,0.016021991,0.016021991,0,0,0,0,0.016021991,0.032043983,0,0.016021991,0.016021991,0.016021991,0.016021991,0,0,0.016021991,0,0.016021991,0.016021991,0,0,0.016021991,0.016021991,0,0,0,0.016021991,0,0.016021991,0,0.032043983,0,0.016021991,0,0,0.032043983,0,0.016021991,0.016021991,0.016021991,0.191325382,0.183816955
0,0.061947718,0.01548693,0.01548693,0.046460789,0,0,0.01548693,0.01548693,0.01548693,0,0,0,0.01548693,0.01548693,0.030973859,0,0.01548693,0,0,0.01548693,0,0,0,0,0,0,0,0.01548693,0,0,0.01548693,0,0.061947718,0.01548693,0,0,0.01548693,0,0,0,0.061947718,0.01548693,0.01548693,0,0,0,0.01548693,0,0,0,0,0.01548693,0.01548693,0,0,0,0,0,0.061947718,0,0,0,0,0,0.187922069,0.208087676
0,0,0,0,0,0,0,0,0.013026809,0.013026809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039080426,0,0,0.013026809,0.065134044,0,0.013026809,0.013026809,0,0.013026809,0,0.013026809,0,0,0,0.026053618,0.026053618,0.013026809,0,0.052107235,0.052107235,0.026053618,0,0.013026809,0.013026809,0,0,0,0.013026809,0,0,0,0.013026809,0.013026809,0.013026809,0,0.013026809,0,0,0,0.013026809,0.013026809,0.230765836,0.26118862
0,0,0.015360888,0.015360888,0,0.030721776,0,0,0,0,0.030721776,0,0.015360888,0,0.015360888,0,0,0.046082664,0,0.015360888,0.015360888,0.015360888,0.015360888,0,0.030721776,0,0.046082664,0,0,0,0.015360888,0.015360888,0.015360888,0,0,0,0,0,0.046082664,0.030721776,0.015360888,0,0.015360888,0,0,0.015360888,0.015360888,0,0,0,0.015360888,0,0,0.030721776,0,0.015360888,0,0,0,0.015360888,0.015360888,0,0,0.015360888,0,0.262538977,0.138386396
0,0.014804474,0,0.014804474,0,0,0.014804474,0,0,0.014804474,0.014804474,0.014804474,0.014804474,0,0.029608947,0,0,0.014804474,0.014804474,0,0,0.014804474,0.014804474,0.029608947,0,0.029608947,0.014804474,0.014804474,0,0.014804474,0,0,0,0,0,0.029608947,0.014804474,0,0.044413421,0.014804474,0,0,0.014804474,0,0.014804474,0,0.014804474,0.014804474,0.014804474,0,0,0.014804474,0.014804474,0.014804474,0,0.014804474,0.014804474,0,0.014804474,0,0,0.014804474,0,0,0,0.215136539,0.207488988
0,0,0.015537919,0.015537919,0.015537919,0,0,0.015537919,0.015537919,0,0,0,0,0,0.015537919,0,0,0.015537919,0.015537919,0,0,0.015537919,0.015537919,0,0.015537919,0,0.015537919,0.015537919,0,0.015537919,0.046613756,0.015537919,0.015537919,0.015537919,0,0,0,0,0.015537919,0,0.031075837,0,0.015537919,0.015537919,0.015537919,0,0.015537919,0.015537919,0,0.015537919,0,0,0,0.015537919,0.015537919,0.015537919,0.031075837,0.015537919,0.015537919,0.015537919,0.015537919,0,0,0.015537919,0,0.20818729,0.18583388
0,0,0,0,0,0,0.014397069,0,0,0,0.028794138,0.014397069,0,0,0,0,0,0,0.014397069,0,0,0,0.028794138,0.057588276,0,0,0,0.057588276,0,0,0.014397069,0,0,0,0,0.043191207,0,0,0.028794138,0,0.014397069,0.043191207,0.014397069,0.043191207,0.028794138,0,0,0,0.028794138,0,0,0,0,0.014397069,0,0,0,0,0,0.014397069,0,0,0,0.028794138,0.028794138,0.159400365,0.279113945
0,0,0,0.016443,0.016443,0.016443,0.016443,0,0,0.032886,0.016443,0.016443,0.032886,0,0.016443,0,0.032886,0.016443,0.016443,0.016443,0,0.032886,0,0,0,0,0,0,0,0.016443,0.016443,0,0,0.016443,0,0.016443,0,0,0,0,0.016443,0.016443,0,0,0,0.032886,0,0,0.016443,0,0.016443,0.049329,0.032886,0,0.016443,0,0.016443,0,0,0,0.016443,0.049329,0,0,0,0.208448623,0.150274377
0,0,0.014595188,0,0,0,0.014595188,0.014595188,0.029190376,0.014595188,0.014595188,0,0.014595188,0,0,0.014595188,0,0,0,0,0.014595188,0,0.043785563,0.014595188,0,0.043785563,0.014595188,0,0,0.029190376,0.014595188,0.014595188,0,0,0.029190376,0.029190376,0,0.014595188,0,0.029190376,0.014595188,0,0.014595188,0,0,0,0,0,0.014595188,0.014595188,0.014595188,0.014595188,0,0,0,0,0.014595188,0,0.014595188,0.014595188,0,0.014595188,0,0,0,0.23556273,0.195224947
0,0,0,0,0,0,0,0.024817329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062043322,0.037225993,0,0,0.074451986,0.037225993,0.012408664,0.012408664,0,0,0,0,0.012408664,0,0,0,0.037225993,0.037225993,0.012408664,0.012408664,0.024817329,0.012408664,0,0,0.012408664,0,0,0,0.012408664,0,0,0,0,0.024817329,0,0,0,0,0,0,0.012408664,0,0.012408664,0.301023898,0.215038192
0,0.015007838,0,0.015007838,0.015007838,0.015007838,0.030015676,0.015007838,0,0.015007838,0.015007838,0,0,0.015007838,0.015007838,0,0,0,0.015007838,0.015007838,0,0,0,0.015007838,0.030015676,0.015007838,0,0.015007838,0.015007838,0,0.015007838,0.015007838,0.015007838,0.015007838,0.030015676,0,0.015007838,0,0.015007838,0.015007838,0,0,0.015007838,0.030015676,0,0,0,0.015007838,0,0,0.015007838,0,0,0.015007838,0.015007838,0,0.015007838,0.030015676,0,0,0,0,0.015007838,0,0,0.222234212,0.19246011
0,0.016343302,0.016343302,0,0.016343302,0.016343302,0,0,0,0,0,0,0.016343302,0,0,0.016343302,0.032686605,0,0,0.016343302,0,0,0.016343302,0,0.016343302,0.016343302,0.016343302,0.016343302,0,0,0,0,0.032686605,0,0,0,0.032686605,0,0.016343302,0.016343302,0.016343302,0.016343302,0,0,0,0,0.016343302,0,0.016343302,0.032686605,0,0,0,0,0.016343302,0.032686605,0,0,0.016343302,0,0.016343302,0.032686605,0.032686605,0.016343302,0.049029907,0.177655402,0.184955803
0,0,0,0,0,0,0.013141685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052566739,0.052566739,0,0,0.013141685,0.065708424,0.013141685,0,0.013141685,0,0,0,0.013141685,0,0,0,0.013141685,0.02628337,0,0.013141685,0.013141685,0.078850109,0.039425054,0,0.039425054,0,0,0,0,0,0,0,0.02628337,0.013141685,0.013141685,0,0,0,0,0,0,0,0,0.231661969,0.255812325
0,0.014908635,0,0.014908635,0.014908635,0,0,0,0,0,0.029817271,0,0.014908635,0,0,0.014908635,0,0.014908635,0,0.014908635,0,0.014908635,0.029817271,0.014908635,0,0,0,0.044725906,0,0,0,0,0.014908635,0.014908635,0,0.014908635,0,0.014908635,0.014908635,0.014908635,0.014908635,0.029817271,0,0.044725906,0.029817271,0,0.014908635,0.014908635,0.014908635,0,0,0,0,0,0,0.014908635,0,0,0.029817271,0.014908635,0,0,0,0.029817271,0,0.180394735,0.238168489
0,0.016057296,0,0.032114592,0.016057296,0,0.016057296,0,0,0.032114592,0.016057296,0,0,0,0.016057296,0.016057296,0,0,0,0.016057296,0.016057296,0,0.016057296,0,0.016057296,0,0,0.048171889,0,0,0,0.016057296,0,0.048171889,0.016057296,0.016057296,0,0.016057296,0,0.032114592,0,0.032114592,0.032114592,0.048171889,0,0,0,0,0.016057296,0,0,0,0,0.016057296,0,0,0,0.016057296,0,0.016057296,0.016057296,0,0,0.016057296,0,0.166181989,0.20758346
0,0,0,0,0,0,0,0,0,0,0.013431257,0.013431257,0,0.013431257,0,0.013431257,0.013431257,0,0,0,0.013431257,0,0,0.026862514,0,0.026862514,0,0,0.013431257,0,0.026862514,0,0,0,0,0.013431257,0.026862514,0.013431257,0.013431257,0,0.013431257,0,0.013431257,0.013431257,0.040293772,0,0,0.040293772,0.013431257,0,0,0.013431257,0,0,0.013431257,0.026862514,0.013431257,0,0.013431257,0.040293772,0,0,0.026862514,0,0,0.232725139,0.24345583
0,0.015705573,0,0.015705573,0,0,0.015705573,0.015705573,0,0,0.031411145,0,0.015705573,0,0,0,0.015705573,0,0.015705573,0.015705573,0.015705573,0.047116718,0.015705573,0.015705573,0,0.015705573,0.015705573,0.015705573,0,0,0.015705573,0,0.031411145,0,0,0.015705573,0,0,0.031411145,0.015705573,0.031411145,0,0.031411145,0.015705573,0,0,0,0,0,0.015705573,0.015705573,0,0,0,0.015705573,0,0.015705573,0,0,0,0,0.031411145,0.015705573,0,0.015705573,0.21691448,0.170568186
0,0,0,0.013565765,0,0,0,0,0,0,0,0.013565765,0,0,0,0,0,0,0,0,0,0,0.013565765,0.013565765,0,0,0.013565765,0.040697295,0.013565765,0,0.02713153,0,0,0.013565765,0,0,0,0,0.013565765,0.040697295,0.013565765,0.013565765,0.040697295,0.108526121,0.02713153,0,0.013565765,0.02713153,0,0,0,0,0,0.013565765,0,0.013565765,0.013565765,0,0,0.02713153,0,0,0,0,0,0.252516634,0.218418525
