Target3,PSTNPSS1,PSTNPSS2,PSTNPSS3,PSTNPSS4,PSTNPSS5,PSTNPSS6,PSTNPSS7,PSTNPSS8,PSTNPSS9,PSTNPSS10,PSTNPSS11,PSTNPSS12,PSTNPSS13,PSTNPSS14,PSTNPSS15,PSTNPSS16,PSTNPSS17,PSTNPSS18,PSTNPSS19,PSTNPSS20,PSTNPSS21,PSTNPSS22,PSTNPSS23,PSTNPSS24,PSTNPSS25,PSTNPSS26,PSTNPSS27,PSTNPSS28,PSTNPSS29,PSTNPSS30,PSTNPSS31,PSTNPSS32,PSTNPSS33,PSTNPSS34,PSTNPSS35,PSTNPSS36,PSTNPSS37,PSTNPSS38,PSTNPSS39
0,-0.001177263,-0.005780255,-0.002313428,-0.005768323,0.004577803,-0.008104289,-0.011547252,0.005727225,0.003425729,0.01722675,0.003436335,0.00459106,-0.001178589,0.003421752,-0.004640113,0.004568523,0.008038001,0.010342149,0.004588409,0.004589734,-0.004624204,0.003437661,0.004599015,-0.003461524,0.00229089,-3.05E-05,-0.008083077,0.003440312,0.001129536,0.006887253,0.003424403,0.001129536,-0.00348141,-0.005786884,-0.009227196,-0.002318731,0.003433684,-2.52E-05,-0.003470804
0,-0.00347213,0.005736505,0.00804463,0.010342149,0.004595037,-0.004642764,-0.017302318,0.001124233,-0.001164005,0.005741808,-0.004626855,-0.016152896,-0.004626855,0.008039327,0.006892556,-0.005773626,-0.002325359,0.010340823,0.001117604,0.003416449,-0.006945586,-0.003470804,-1.99E-05,0.001129536,-0.006936306,-0.004616249,0.004587083,0.001140142,0.001129536,0.008038001,-0.001178589,-1.46E-05,-0.001173286,-0.005786884,-0.009227196,0.004585757,-0.005770975,0.005707339,0.003411146
0,0.001134839,0.006864716,-0.006927026,-0.001174611,0.00458178,-0.001164005,-0.002314753,-0.003468153,-0.011531343,-0.005776278,0.002273655,-0.008095008,-0.004617575,0.001142794,0.009202007,0.002289564,-0.005789535,-1.99E-05,-0.001169308,0.001129536,0.012643645,-0.006928351,-0.005781581,-0.024230669,0.004584431,0.012643645,0.001136165,0.006884602,0.001132188,0.001114953,0.006867367,-0.003494668,-0.018457043,-0.005792187,-0.003484062,-2.92E-05,0.011475662,-0.011543275,-0.00463481
0,0.012647622,0.008040653,-0.004636136,-2.12E-05,0.002282936,-0.002325359,0.00110965,0.00110965,0.008007509,0.01722675,0.002267027,-0.004642764,-0.008101637,0.002273655,-1.99E-05,0.002280284,-3.05E-05,-0.012698,-1.33E-05,0.006889905,-0.002317405,-0.003484062,-0.002331988,-0.005796164,-0.002337291,-0.002330662,-0.004626855,-0.001169308,-0.011528692,-0.010373967,0.003438986,-0.003469479,-0.018459695,-0.008091031,-0.005793512,-0.005788209,-0.010391201,-0.011545927,-0.012708606
0,-0.00347213,-3.05E-05,-0.008079099,-0.001178589,0.001117604,0.011484942,0.005723248,0.005727225,0.003425729,0.00687267,0.005724574,-0.002342594,-0.008101637,0.002273655,0.009190075,0.003445615,-0.002320056,-0.002321382,0.010314308,0.012648948,-1.59E-05,0.009187423,0.016103843,-2.39E-05,0.006884602,0.002265701,-0.004621552,0.003450918,0.002297519,-0.009220567,-0.00808838,0.001120256,0.008043304,0.00228161,0.00804463,0.005747111,-0.004616249,-1.33E-05,-0.001166657
0,0.001136165,0.002278958,-0.011533995,-0.006941609,-0.006942935,-0.004642764,-0.006941609,0.003416449,-0.002322708,-0.001165331,0.002294867,0.003440312,0.001121582,-0.004622878,-0.003469479,0.001129536,0.001137491,0.002289564,0.009199355,0.002293541,-0.005781581,-0.003488039,-0.002317405,0.008040653,0.00229089,-0.004618901,-0.006923048,-0.006928351,-0.004628181,-2.25E-05,0.005745785,-1.33E-05,-1.46E-05,-0.009232499,0.004595037,0.009198029,-0.00346285,-0.003464176,0.009187423
0,-2.78E-05,0.011491571,-0.003474782,-0.002317405,-0.003464176,-1.99E-05,0.004587083,-0.002326685,0.008007509,0.005736505,-0.010375292,-0.003465501,0.001138816,-0.009229847,0.010348777,-0.001173286,0.003436335,0.003432358,0.001120256,0.003435009,-0.002342594,-0.003476107,0.006888579,0.002282936,0.00459106,-0.009231173,0.001136165,-0.003468153,-1.46E-05,0.009188749,-0.014983587,0.009198029,0.004592386,-0.00576302,-0.008068493,-0.00693498,-0.00346285,-0.003464176,-0.013832839
0,0.001136165,-1.19E-05,-1.33E-05,-0.0069257,0.008038001,-1.86E-05,-1.33E-05,-0.001160028,-0.011531343,-0.005776278,-0.009236476,0.001133513,0.001141468,-9.28E-06,-0.001160028,-0.002313428,-1.86E-05,-0.003484062,0.00459106,0.003445615,-0.002317405,0.004589734,0.004583106,0.003429706,0.013795718,-0.001170634,0.001136165,-0.001174611,-0.004629507,-0.001175937,-0.01614229,-0.012684743,0.004592386,0.004589734,0.006893882,0.005747111,0.002286913,-0.006923048,-0.012708606
0,-0.013844771,-0.006928351,0.009188749,-0.001177263,0.008020766,-0.004642764,-0.006941609,0.003416449,-0.012695349,-0.005790861,-0.001193172,-0.002342594,-0.008101637,-0.006929677,0.001126885,-0.003473456,-0.005789535,-0.009251059,-0.010391201,-0.020749259,-0.004629507,-0.011552555,0.002263049,-0.008091031,-0.001179914,-0.002330662,-3.58E-05,-0.003485388,-0.003465501,0.003438986,-0.011532669,0.001137491,0.003438986,-0.001164005,-0.009233825,0.009198029,0.005732528,0.001140142,0.005735179
0,-2.78E-05,0.005739157,-0.006927026,0.006883276,-0.001164005,-0.005770975,-0.002313428,0.01609854,-0.008072471,0.001138816,0.003437661,0.004593712,-0.005773626,-1.86E-05,-0.004640113,0.004573826,-0.00233464,0.002274981,-0.008087054,0.010322262,-0.0057723,0.006887253,-0.008077774,-0.015000822,-0.005792187,-0.005782906,-0.002324034,-0.013836817,0.004588409,0.006889905,0.00804463,0.001120256,-0.004632158,0.002277633,-0.002325359,-2.92E-05,0.001140142,0.002284261,-0.001160028
